station,amp,phi,date,timestamp
DHO,16.201906,-316.1105194091797,06 03 2011 08:58:32.000,3511000
ICV,7.0413065,-181.53945922851562,06 03 2011 08:58:32.000,3511000
DHO,16.134733,-315.8260192871094,06 03 2011 08:58:33.000,3512000
ICV,7.131922,-180.23615264892578,06 03 2011 08:58:33.000,3512000
DHO,16.18299,-316.2462158203125,06 03 2011 08:58:34.000,3513000
ICV,7.1593995,-180.24407958984375,06 03 2011 08:58:34.000,3513000
DHO,16.0568,-315.8245391845703,06 03 2011 08:58:35.000,3514000
ICV,7.091921,-180.89075469970703,06 03 2011 08:58:35.000,3514000
DHO,16.05851,-317.380859375,06 03 2011 08:58:36.000,3515000
ICV,7.125145,-180.25629425048828,06 03 2011 08:58:36.000,3515000
DHO,15.9758,-316.31312561035156,06 03 2011 08:58:37.000,3516000
ICV,7.0780177,-181.89317321777344,06 03 2011 08:58:37.000,3516000
DHO,16.02543,-315.2591247558594,06 03 2011 08:58:38.000,3517000
ICV,7.235002,-180.38330841064453,06 03 2011 08:58:38.000,3517000
DHO,16.092209,-316.91778564453125,06 03 2011 08:58:39.000,3518000
ICV,7.0657887,-179.38056182861328,06 03 2011 08:58:39.000,3518000
DHO,16.135904,-316.09593200683594,06 03 2011 08:58:40.000,3519000
ICV,7.0971313,-181.08950805664062,06 03 2011 08:58:40.000,3519000
DHO,16.129276,-317.15333557128906,06 03 2011 08:58:41.000,3520000
ICV,7.109575,-182.8694610595703,06 03 2011 08:58:41.000,3520000
DHO,16.130466,-316.2106018066406,06 03 2011 08:58:42.000,3521000
ICV,7.1894536,-181.7873306274414,06 03 2011 08:58:42.000,3521000
DHO,16.310713,-316.8518981933594,06 03 2011 08:58:43.000,3522000
ICV,7.190293,-180.74014282226562,06 03 2011 08:58:43.000,3522000
DHO,16.13361,-316.491943359375,06 03 2011 08:58:44.000,3523000
ICV,7.0754666,-182.45072174072266,06 03 2011 08:58:44.000,3523000
DHO,16.052591,-315.7855682373047,06 03 2011 08:58:45.000,3524000
ICV,7.1792536,-181.6540985107422,06 03 2011 08:58:45.000,3524000
DHO,15.964764,-316.8887634277344,06 03 2011 08:58:46.000,3525000
ICV,7.1751122,-182.49321746826172,06 03 2011 08:58:46.000,3525000
DHO,15.992488,-316.2730407714844,06 03 2011 08:58:47.000,3526000
ICV,7.172487,-182.97492218017578,06 03 2011 08:58:47.000,3526000
DHO,16.039804,-317.3390655517578,06 03 2011 08:58:48.000,3527000
ICV,7.143492,-181.37850189208984,06 03 2011 08:58:48.000,3527000
DHO,16.076694,-316.4101257324219,06 03 2011 08:58:49.000,3528000
ICV,7.087387,-182.8187026977539,06 03 2011 08:58:49.000,3528000
DHO,16.104294,-315.4345397949219,06 03 2011 08:58:50.000,3529000
ICV,7.0876355,-182.57276916503906,06 03 2011 08:58:50.000,3529000
DHO,15.996601,-316.7269287109375,06 03 2011 08:58:51.000,3530000
ICV,7.158578,-182.90856170654297,06 03 2011 08:58:51.000,3530000
DHO,16.123262,-315.8977813720703,06 03 2011 08:58:52.000,3531000
ICV,7.1428432,-182.75357818603516,06 03 2011 08:58:52.000,3531000
DHO,16.056719,-314.85382080078125,06 03 2011 08:58:53.000,3532000
ICV,7.2280774,-182.18972778320312,06 03 2011 08:58:53.000,3532000
DHO,16.034534,-316.6780242919922,06 03 2011 08:58:54.000,3533000
ICV,7.0722923,-183.00785064697266,06 03 2011 08:58:54.000,3533000
DHO,16.051563,-315.53839111328125,06 03 2011 08:58:55.000,3534000
ICV,7.2423415,-183.45401000976562,06 03 2011 08:58:55.000,3534000
DHO,16.101736,-316.4897155761719,06 03 2011 08:58:56.000,3535000
ICV,7.043776,-182.90445709228516,06 03 2011 08:58:56.000,3535000
DHO,16.181595,-315.6954650878906,06 03 2011 08:58:57.000,3536000
ICV,7.043832,-183.89788055419922,06 03 2011 08:58:57.000,3536000
DHO,16.063353,-317.0506134033203,06 03 2011 08:58:58.000,3537000
ICV,7.1061125,-184.87142181396484,06 03 2011 08:58:58.000,3537000
DHO,16.014338,-316.1707305908203,06 03 2011 08:58:59.000,3538000
ICV,7.2296968,-184.20265197753906,06 03 2011 08:58:59.000,3538000
DHO,16.070005,-315.46563720703125,06 03 2011 08:59:00.000,3539000
ICV,7.1600847,-182.91873931884766,06 03 2011 08:59:00.000,3539000
DHO,16.019167,-316.2041778564453,06 03 2011 08:59:01.000,3540000
ICV,7.1671505,-183.1489486694336,06 03 2011 08:59:01.000,3540000
DHO,16.109617,-315.72442626953125,06 03 2011 08:59:02.000,3541000
ICV,7.123588,-183.94613647460938,06 03 2011 08:59:02.000,3541000
DHO,16.11833,-316.7106018066406,06 03 2011 08:59:03.000,3542000
ICV,7.1549273,-181.93360900878906,06 03 2011 08:59:03.000,3542000
DHO,16.163673,-316.0107116699219,06 03 2011 08:59:04.000,3543000
ICV,7.1548524,-182.36856079101562,06 03 2011 08:59:04.000,3543000
DHO,16.013714,-314.8247375488281,06 03 2011 08:59:05.000,3544000
ICV,7.138047,-183.36254119873047,06 03 2011 08:59:05.000,3544000
DHO,16.043512,-316.7179260253906,06 03 2011 08:59:06.000,3545000
ICV,7.1568747,-183.23273468017578,06 03 2011 08:59:06.000,3545000
DHO,16.043158,-315.3513488769531,06 03 2011 08:59:07.000,3546000
ICV,7.1380644,-183.9939727783203,06 03 2011 08:59:07.000,3546000
DHO,15.926658,-316.4715270996094,06 03 2011 08:59:08.000,3547000
ICV,7.114764,-183.30953216552734,06 03 2011 08:59:08.000,3547000
DHO,16.076143,-315.9491271972656,06 03 2011 08:59:09.000,3548000
ICV,7.0768485,-183.05636596679688,06 03 2011 08:59:09.000,3548000
DHO,16.047436,-315.31382751464844,06 03 2011 08:59:10.000,3549000
ICV,7.0340943,-183.4087905883789,06 03 2011 08:59:10.000,3549000
DHO,16.02041,-315.9496307373047,06 03 2011 08:59:11.000,3550000
ICV,7.0665083,-183.26544189453125,06 03 2011 08:59:11.000,3550000
DHO,16.010153,-315.08897399902344,06 03 2011 08:59:12.000,3551000
ICV,7.1343727,-184.2818603515625,06 03 2011 08:59:12.000,3551000
DHO,16.151266,-316.39007568359375,06 03 2011 08:59:13.000,3552000
ICV,7.1637287,-184.63524627685547,06 03 2011 08:59:13.000,3552000
DHO,16.00142,-315.45704650878906,06 03 2011 08:59:14.000,3553000
ICV,7.1639295,-184.1140365600586,06 03 2011 08:59:14.000,3553000
DHO,16.091154,-315.0121154785156,06 03 2011 08:59:15.000,3554000
ICV,7.224755,-183.8158721923828,06 03 2011 08:59:15.000,3554000
DHO,16.049358,-316.0171356201172,06 03 2011 08:59:16.000,3555000
ICV,7.0665116,-183.19640350341797,06 03 2011 08:59:16.000,3555000
DHO,16.022211,-314.8432159423828,06 03 2011 08:59:17.000,3556000
ICV,7.19842,-183.68002319335938,06 03 2011 08:59:17.000,3556000
DHO,15.955508,-316.1786193847656,06 03 2011 08:59:18.000,3557000
ICV,7.175209,-182.20796966552734,06 03 2011 08:59:18.000,3557000
DHO,16.046381,-315.59434509277344,06 03 2011 08:59:19.000,3558000
ICV,7.0572996,-184.36265563964844,06 03 2011 08:59:19.000,3558000
DHO,16.239706,-314.59288024902344,06 03 2011 08:59:20.000,3559000
ICV,7.1035132,-183.60509490966797,06 03 2011 08:59:20.000,3559000
DHO,16.091225,-315.41871643066406,06 03 2011 08:59:21.000,3560000
ICV,7.0371113,-181.8884506225586,06 03 2011 08:59:21.000,3560000
DHO,16.005344,-314.78782653808594,06 03 2011 08:59:22.000,3561000
ICV,7.1524396,-184.89129638671875,06 03 2011 08:59:22.000,3561000
DHO,16.035795,-315.42185974121094,06 03 2011 08:59:23.000,3562000
ICV,7.1820908,-183.0095977783203,06 03 2011 08:59:23.000,3562000
DHO,16.025694,-315.1879119873047,06 03 2011 08:59:24.000,3563000
ICV,7.1376586,-184.32257080078125,06 03 2011 08:59:24.000,3563000
DHO,16.120722,-316.4203186035156,06 03 2011 08:59:25.000,3564000
ICV,7.1292443,-183.84217071533203,06 03 2011 08:59:25.000,3564000
DHO,15.9465475,-315.5156707763672,06 03 2011 08:59:26.000,3565000
ICV,7.070094,-185.6732635498047,06 03 2011 08:59:26.000,3565000
DHO,16.034073,-314.3328552246094,06 03 2011 08:59:27.000,3566000
ICV,7.120941,-184.67689514160156,06 03 2011 08:59:27.000,3566000
DHO,16.147818,-315.88214111328125,06 03 2011 08:59:28.000,3567000
ICV,7.0819955,-183.58675384521484,06 03 2011 08:59:28.000,3567000
DHO,16.039112,-314.91590881347656,06 03 2011 08:59:29.000,3568000
ICV,7.124073,-185.30113983154297,06 03 2011 08:59:29.000,3568000
DHO,16.08792,-315.705078125,06 03 2011 08:59:30.000,3569000
ICV,7.185503,-185.42742919921875,06 03 2011 08:59:30.000,3569000
DHO,16.10082,-314.90435791015625,06 03 2011 08:59:31.000,3570000
ICV,7.0938187,-185.90155792236328,06 03 2011 08:59:31.000,3570000
DHO,15.960052,-315.9994812011719,06 03 2011 08:59:32.000,3571000
ICV,7.069312,-185.19509887695312,06 03 2011 08:59:32.000,3571000
DHO,16.052223,-315.04078674316406,06 03 2011 08:59:33.000,3572000
ICV,7.1630273,-186.0522003173828,06 03 2011 08:59:33.000,3572000
DHO,16.015821,-314.9779357910156,06 03 2011 08:59:34.000,3573000
ICV,7.003748,-185.07250213623047,06 03 2011 08:59:34.000,3573000
DHO,16.00703,-315.40284729003906,06 03 2011 08:59:35.000,3574000
ICV,7.054283,-184.7955322265625,06 03 2011 08:59:35.000,3574000
DHO,16.039185,-314.7086944580078,06 03 2011 08:59:36.000,3575000
ICV,7.113959,-186.0919189453125,06 03 2011 08:59:36.000,3575000
DHO,16.024136,-315.96302795410156,06 03 2011 08:59:37.000,3576000
ICV,7.0852847,-185.55572509765625,06 03 2011 08:59:37.000,3576000
DHO,16.087112,-314.7798767089844,06 03 2011 08:59:38.000,3577000
ICV,7.0737166,-186.80264282226562,06 03 2011 08:59:38.000,3577000
DHO,16.07131,-314.2616271972656,06 03 2011 08:59:39.000,3578000
ICV,7.1591306,-185.92147827148438,06 03 2011 08:59:39.000,3578000
DHO,16.035942,-314.96026611328125,06 03 2011 08:59:40.000,3579000
ICV,7.1279655,-184.18138885498047,06 03 2011 08:59:40.000,3579000
DHO,16.125078,-314.31671142578125,06 03 2011 08:59:41.000,3580000
ICV,7.1185613,-186.95692443847656,06 03 2011 08:59:41.000,3580000
DHO,16.094185,-315.35260009765625,06 03 2011 08:59:42.000,3581000
ICV,7.1068225,-186.7986068725586,06 03 2011 08:59:42.000,3581000
DHO,16.136938,-314.2886199951172,06 03 2011 08:59:43.000,3582000
ICV,7.0100455,-186.30054473876953,06 03 2011 08:59:43.000,3582000
DHO,15.961767,-315.8105163574219,06 03 2011 08:59:44.000,3583000
ICV,7.1335344,-186.7292251586914,06 03 2011 08:59:44.000,3583000
DHO,16.129269,-314.5060577392578,06 03 2011 08:59:45.000,3584000
ICV,7.102999,-187.40363311767578,06 03 2011 08:59:45.000,3584000
DHO,15.92446,-314.8223571777344,06 03 2011 08:59:46.000,3585000
ICV,7.153461,-187.60397338867188,06 03 2011 08:59:46.000,3585000
DHO,16.124186,-315.33203125,06 03 2011 08:59:47.000,3586000
ICV,7.0226703,-186.74234008789062,06 03 2011 08:59:47.000,3586000
DHO,16.051952,-314.18280029296875,06 03 2011 08:59:48.000,3587000
ICV,7.1990337,-187.6697006225586,06 03 2011 08:59:48.000,3587000
DHO,16.035221,-315.8718566894531,06 03 2011 08:59:49.000,3588000
ICV,7.157287,-185.14176177978516,06 03 2011 08:59:49.000,3588000
DHO,16.136784,-314.4700622558594,06 03 2011 08:59:50.000,3589000
ICV,7.1111183,-187.66182708740234,06 03 2011 08:59:50.000,3589000
DHO,15.987769,-314.2200012207031,06 03 2011 08:59:51.000,3590000
ICV,7.18741,-187.40325927734375,06 03 2011 08:59:51.000,3590000
DHO,15.900965,-314.9384765625,06 03 2011 08:59:52.000,3591000
ICV,7.0739045,-186.232666015625,06 03 2011 08:59:52.000,3591000
DHO,16.020994,-314.38055419921875,06 03 2011 08:59:53.000,3592000
ICV,7.13068,-187.27940368652344,06 03 2011 08:59:53.000,3592000
DHO,15.953558,-315.23667907714844,06 03 2011 08:59:54.000,3593000
ICV,7.1262293,-186.08688354492188,06 03 2011 08:59:54.000,3593000
DHO,16.017597,-314.97137451171875,06 03 2011 08:59:55.000,3594000
ICV,7.129504,-185.89241790771484,06 03 2011 08:59:55.000,3594000
DHO,15.962257,-315.6177978515625,06 03 2011 08:59:56.000,3595000
ICV,7.1048274,-185.06326293945312,06 03 2011 08:59:56.000,3595000
DHO,15.936015,-314.65234375,06 03 2011 08:59:57.000,3596000
ICV,7.271099,-186.1432647705078,06 03 2011 08:59:57.000,3596000
DHO,16.10736,-314.48036193847656,06 03 2011 08:59:58.000,3597000
ICV,7.261905,-185.01358795166016,06 03 2011 08:59:58.000,3597000
DHO,16.12758,-314.6615447998047,06 03 2011 08:59:59.000,3598000
ICV,7.1209893,-184.86053466796875,06 03 2011 08:59:59.000,3598000
DHO,16.060007,-314.1306457519531,06 03 2011 09:00:00.000,3599000
ICV,7.0942993,-186.67826080322266,06 03 2011 09:00:00.000,3599000
DHO,16.022486,-314.91453552246094,06 03 2011 09:00:01.000,3600000
ICV,6.9979434,-187.30644989013672,06 03 2011 09:00:01.000,3600000
DHO,16.05367,-315.18882751464844,06 03 2011 09:00:02.000,3601000
ICV,7.1273637,-186.21397399902344,06 03 2011 09:00:02.000,3601000
DHO,16.05661,-314.01341247558594,06 03 2011 09:00:03.000,3602000
ICV,7.1225038,-187.16068267822266,06 03 2011 09:00:03.000,3602000
DHO,16.100897,-314.909423828125,06 03 2011 09:00:04.000,3603000
ICV,7.152624,-186.5989227294922,06 03 2011 09:00:04.000,3603000
DHO,16.167727,-314.26036071777344,06 03 2011 09:00:05.000,3604000
ICV,7.0197163,-188.43671417236328,06 03 2011 09:00:05.000,3604000
DHO,16.082079,-315.2462921142578,06 03 2011 09:00:06.000,3605000
ICV,7.193779,-188.64806365966797,06 03 2011 09:00:06.000,3605000
DHO,16.19586,-314.45208740234375,06 03 2011 09:00:07.000,3606000
ICV,7.2256594,-188.0248794555664,06 03 2011 09:00:07.000,3606000
DHO,16.016062,-314.0443420410156,06 03 2011 09:00:08.000,3607000
ICV,7.0787506,-186.75592041015625,06 03 2011 09:00:08.000,3607000
DHO,16.052635,-314.6676330566406,06 03 2011 09:00:09.000,3608000
ICV,7.0779066,-186.5431671142578,06 03 2011 09:00:09.000,3608000
DHO,15.998607,-314.3378601074219,06 03 2011 09:00:10.000,3609000
ICV,7.1912007,-188.60924530029297,06 03 2011 09:00:10.000,3609000
DHO,16.021105,-315.18006896972656,06 03 2011 09:00:11.000,3610000
ICV,6.993437,-187.5808334350586,06 03 2011 09:00:11.000,3610000
DHO,16.095798,-314.71958923339844,06 03 2011 09:00:12.000,3611000
ICV,7.0707893,-188.3105239868164,06 03 2011 09:00:12.000,3611000
DHO,16.149105,-315.32579040527344,06 03 2011 09:00:13.000,3612000
ICV,7.098469,-188.1405792236328,06 03 2011 09:00:13.000,3612000
DHO,15.977422,-314.68634033203125,06 03 2011 09:00:14.000,3613000
ICV,7.1438003,-187.9947052001953,06 03 2011 09:00:14.000,3613000
DHO,16.09986,-313.510986328125,06 03 2011 09:00:15.000,3614000
ICV,7.103828,-187.85022735595703,06 03 2011 09:00:15.000,3614000
DHO,16.147066,-314.88648986816406,06 03 2011 09:00:16.000,3615000
ICV,7.157435,-187.64264678955078,06 03 2011 09:00:16.000,3615000
DHO,16.151154,-314.3877410888672,06 03 2011 09:00:17.000,3616000
ICV,7.0629096,-189.55752563476562,06 03 2011 09:00:17.000,3616000
DHO,16.08316,-315.3469543457031,06 03 2011 09:00:18.000,3617000
ICV,7.1451955,-188.21934509277344,06 03 2011 09:00:18.000,3617000
DHO,16.16655,-314.0391082763672,06 03 2011 09:00:19.000,3618000
ICV,7.1026335,-189.01653289794922,06 03 2011 09:00:19.000,3618000
DHO,16.09992,-313.6538543701172,06 03 2011 09:00:20.000,3619000
ICV,7.135607,-188.85084533691406,06 03 2011 09:00:20.000,3619000
DHO,16.10027,-314.7776794433594,06 03 2011 09:00:21.000,3620000
ICV,7.0030837,-188.08887481689453,06 03 2011 09:00:21.000,3620000
DHO,16.073212,-314.07098388671875,06 03 2011 09:00:22.000,3621000
ICV,7.176096,-188.82456970214844,06 03 2011 09:00:22.000,3621000
DHO,15.9615555,-315.43357849121094,06 03 2011 09:00:23.000,3622000
ICV,7.1405926,-188.14313507080078,06 03 2011 09:00:23.000,3622000
DHO,15.958642,-313.8488311767578,06 03 2011 09:00:24.000,3623000
ICV,7.2281713,-188.74810028076172,06 03 2011 09:00:24.000,3623000
DHO,16.070322,-313.2681579589844,06 03 2011 09:00:25.000,3624000
ICV,7.1621795,-187.5532455444336,06 03 2011 09:00:25.000,3624000
DHO,15.989414,-314.4128875732422,06 03 2011 09:00:26.000,3625000
ICV,7.159561,-186.70415496826172,06 03 2011 09:00:26.000,3625000
DHO,16.12454,-313.9197692871094,06 03 2011 09:00:27.000,3626000
ICV,7.156821,-189.0197525024414,06 03 2011 09:00:27.000,3626000
DHO,16.01698,-314.74542236328125,06 03 2011 09:00:28.000,3627000
ICV,7.090063,-188.16073608398438,06 03 2011 09:00:28.000,3627000
DHO,16.063854,-313.9627685546875,06 03 2011 09:00:29.000,3628000
ICV,7.150719,-189.65524291992188,06 03 2011 09:00:29.000,3628000
DHO,16.015146,-313.5276641845703,06 03 2011 09:00:30.000,3629000
ICV,7.2124515,-189.22032928466797,06 03 2011 09:00:30.000,3629000
DHO,16.093075,-314.1662139892578,06 03 2011 09:00:31.000,3630000
ICV,6.971726,-189.01168060302734,06 03 2011 09:00:31.000,3630000
DHO,16.02553,-313.1347351074219,06 03 2011 09:00:32.000,3631000
ICV,6.9960165,-189.2636947631836,06 03 2011 09:00:32.000,3631000
DHO,16.011805,-314.61000061035156,06 03 2011 09:00:33.000,3632000
ICV,7.1007533,-189.55826568603516,06 03 2011 09:00:33.000,3632000
DHO,16.03935,-313.34178161621094,06 03 2011 09:00:34.000,3633000
ICV,7.1477456,-190.36123657226562,06 03 2011 09:00:34.000,3633000
DHO,16.027924,-313.72119140625,06 03 2011 09:00:35.000,3634000
ICV,7.09993,-189.54837036132812,06 03 2011 09:00:35.000,3634000
DHO,16.021063,-314.1320495605469,06 03 2011 09:00:36.000,3635000
ICV,7.153085,-188.419189453125,06 03 2011 09:00:36.000,3635000
DHO,15.996561,-313.08766174316406,06 03 2011 09:00:37.000,3636000
ICV,7.1876693,-190.48767852783203,06 03 2011 09:00:37.000,3636000
DHO,16.048191,-314.8207244873047,06 03 2011 09:00:38.000,3637000
ICV,7.064715,-188.51751708984375,06 03 2011 09:00:38.000,3637000
DHO,16.0082,-314.2770080566406,06 03 2011 09:00:39.000,3638000
ICV,7.1191587,-189.17459869384766,06 03 2011 09:00:39.000,3638000
DHO,16.022137,-313.054931640625,06 03 2011 09:00:40.000,3639000
ICV,7.0908194,-189.32554626464844,06 03 2011 09:00:40.000,3639000
DHO,16.016018,-314.39695739746094,06 03 2011 09:00:41.000,3640000
ICV,6.9798713,-189.38056182861328,06 03 2011 09:00:41.000,3640000
DHO,15.926196,-313.84210205078125,06 03 2011 09:00:42.000,3641000
ICV,7.0779524,-190.35028839111328,06 03 2011 09:00:42.000,3641000
DHO,16.110767,-314.51177978515625,06 03 2011 09:00:43.000,3642000
ICV,7.0831676,-191.19288635253906,06 03 2011 09:00:43.000,3642000
DHO,15.9643955,-313.8282775878906,06 03 2011 09:00:44.000,3643000
ICV,7.013623,-191.54389190673828,06 03 2011 09:00:44.000,3643000
DHO,16.142355,-314.72137451171875,06 03 2011 09:00:45.000,3644000
ICV,7.1106963,-190.71282958984375,06 03 2011 09:00:45.000,3644000
DHO,16.017576,-314.0907440185547,06 03 2011 09:00:46.000,3645000
ICV,7.1085567,-192.06053161621094,06 03 2011 09:00:46.000,3645000
DHO,15.990572,-313.23846435546875,06 03 2011 09:00:47.000,3646000
ICV,6.985654,-190.65139770507812,06 03 2011 09:00:47.000,3646000
DHO,16.065693,-314.0653839111328,06 03 2011 09:00:48.000,3647000
ICV,7.030377,-190.89424896240234,06 03 2011 09:00:48.000,3647000
DHO,16.032955,-313.4250793457031,06 03 2011 09:00:49.000,3648000
ICV,7.1243887,-190.73160552978516,06 03 2011 09:00:49.000,3648000
DHO,16.059752,-314.6029357910156,06 03 2011 09:00:50.000,3649000
ICV,7.2167797,-191.19246673583984,06 03 2011 09:00:50.000,3649000
DHO,16.115,-313.9313049316406,06 03 2011 09:00:51.000,3650000
ICV,7.167695,-191.61439514160156,06 03 2011 09:00:51.000,3650000
DHO,15.991648,-313.39605712890625,06 03 2011 09:00:52.000,3651000
ICV,7.087746,-192.76697540283203,06 03 2011 09:00:52.000,3651000
DHO,15.957888,-313.83782958984375,06 03 2011 09:00:53.000,3652000
ICV,7.0119667,-190.34564971923828,06 03 2011 09:00:53.000,3652000
DHO,16.093256,-313.1223449707031,06 03 2011 09:00:54.000,3653000
ICV,7.090304,-192.1832504272461,06 03 2011 09:00:54.000,3653000
DHO,16.060585,-313.9829406738281,06 03 2011 09:00:55.000,3654000
ICV,7.0379896,-190.51004028320312,06 03 2011 09:00:55.000,3654000
DHO,15.950596,-313.7162322998047,06 03 2011 09:00:56.000,3655000
ICV,7.092217,-192.19908142089844,06 03 2011 09:00:56.000,3655000
DHO,16.06183,-312.4143371582031,06 03 2011 09:00:57.000,3656000
ICV,7.0447397,-191.8208770751953,06 03 2011 09:00:57.000,3656000
DHO,16.078232,-313.6991424560547,06 03 2011 09:00:58.000,3657000
ICV,7.1384935,-190.925537109375,06 03 2011 09:00:58.000,3657000
DHO,16.00146,-313.19105529785156,06 03 2011 09:00:59.000,3658000
ICV,7.017852,-191.57584381103516,06 03 2011 09:00:59.000,3658000
DHO,16.077269,-313.9459228515625,06 03 2011 09:01:00.000,3659000
ICV,7.080344,-191.27489471435547,06 03 2011 09:01:00.000,3659000
DHO,15.980641,-312.91448974609375,06 03 2011 09:01:01.000,3660000
ICV,7.1562376,-191.84849548339844,06 03 2011 09:01:01.000,3660000
DHO,15.974226,-314.28709411621094,06 03 2011 09:01:02.000,3661000
ICV,7.1961813,-191.6851043701172,06 03 2011 09:01:02.000,3661000
DHO,16.026869,-313.75872802734375,06 03 2011 09:01:03.000,3662000
ICV,7.07406,-192.96072387695312,06 03 2011 09:01:03.000,3662000
DHO,15.9638195,-313.00914001464844,06 03 2011 09:01:04.000,3663000
ICV,7.2066364,-192.36315155029297,06 03 2011 09:01:04.000,3663000
DHO,15.981459,-313.63775634765625,06 03 2011 09:01:05.000,3664000
ICV,7.1304693,-190.91400909423828,06 03 2011 09:01:05.000,3664000
DHO,16.0319,-313.23504638671875,06 03 2011 09:01:06.000,3665000
ICV,6.976491,-191.00029754638672,06 03 2011 09:01:06.000,3665000
DHO,15.943287,-314.003173828125,06 03 2011 09:01:07.000,3666000
ICV,7.0409546,-192.3576431274414,06 03 2011 09:01:07.000,3666000
DHO,16.130459,-312.8163146972656,06 03 2011 09:01:08.000,3667000
ICV,7.1249204,-191.2439422607422,06 03 2011 09:01:08.000,3667000
DHO,15.93561,-312.4987030029297,06 03 2011 09:01:09.000,3668000
ICV,7.001953,-191.98506927490234,06 03 2011 09:01:09.000,3668000
DHO,16.035255,-313.8971710205078,06 03 2011 09:01:10.000,3669000
ICV,7.1011043,-191.25392150878906,06 03 2011 09:01:10.000,3669000
DHO,16.067997,-312.1005401611328,06 03 2011 09:01:11.000,3670000
ICV,7.108386,-192.9540252685547,06 03 2011 09:01:11.000,3670000
DHO,15.953596,-313.9516906738281,06 03 2011 09:01:12.000,3671000
ICV,7.139518,-191.71630859375,06 03 2011 09:01:12.000,3671000
DHO,15.984135,-312.8575439453125,06 03 2011 09:01:13.000,3672000
ICV,7.1202574,-193.18585968017578,06 03 2011 09:01:13.000,3672000
DHO,15.981967,-313.7848205566406,06 03 2011 09:01:14.000,3673000
ICV,7.0559287,-190.82878875732422,06 03 2011 09:01:14.000,3673000
DHO,15.978923,-312.71038818359375,06 03 2011 09:01:15.000,3674000
ICV,7.031299,-192.6117706298828,06 03 2011 09:01:15.000,3674000
DHO,15.868126,-312.8556671142578,06 03 2011 09:01:16.000,3675000
ICV,7.0405774,-193.02362823486328,06 03 2011 09:01:16.000,3675000
DHO,15.963526,-313.37306213378906,06 03 2011 09:01:17.000,3676000
ICV,7.0253286,-191.46207427978516,06 03 2011 09:01:17.000,3676000
DHO,15.993538,-312.8095397949219,06 03 2011 09:01:18.000,3677000
ICV,7.120535,-193.36063385009766,06 03 2011 09:01:18.000,3677000
DHO,15.939907,-313.8645477294922,06 03 2011 09:01:19.000,3678000
ICV,7.0517917,-192.2444305419922,06 03 2011 09:01:19.000,3678000
DHO,15.969404,-312.64422607421875,06 03 2011 09:01:20.000,3679000
ICV,7.086629,-193.47032928466797,06 03 2011 09:01:20.000,3679000
DHO,15.963199,-311.7460021972656,06 03 2011 09:01:21.000,3680000
ICV,6.9120655,-192.6779327392578,06 03 2011 09:01:21.000,3680000
DHO,16.037218,-313.11399841308594,06 03 2011 09:01:22.000,3681000
ICV,7.101073,-191.37715911865234,06 03 2011 09:01:22.000,3681000
DHO,16.006063,-312.04791259765625,06 03 2011 09:01:23.000,3682000
ICV,7.1119204,-192.88805389404297,06 03 2011 09:01:23.000,3682000
DHO,15.969692,-313.2373046875,06 03 2011 09:01:24.000,3683000
ICV,7.163015,-193.14488983154297,06 03 2011 09:01:24.000,3683000
DHO,16.175789,-312.29583740234375,06 03 2011 09:01:25.000,3684000
ICV,7.222,-192.0243148803711,06 03 2011 09:01:25.000,3684000
DHO,15.950613,-313.5520935058594,06 03 2011 09:01:26.000,3685000
ICV,7.047743,-192.5022430419922,06 03 2011 09:01:26.000,3685000
DHO,15.844883,-313.10528564453125,06 03 2011 09:01:27.000,3686000
ICV,7.1188765,-193.9578399658203,06 03 2011 09:01:27.000,3686000
DHO,15.800003,-312.3826904296875,06 03 2011 09:01:28.000,3687000
ICV,7.059182,-193.01062774658203,06 03 2011 09:01:28.000,3687000
DHO,16.052113,-313.0259246826172,06 03 2011 09:01:29.000,3688000
ICV,7.209677,-193.17100524902344,06 03 2011 09:01:29.000,3688000
DHO,15.883111,-312.20509338378906,06 03 2011 09:01:30.000,3689000
ICV,7.16812,-193.3234405517578,06 03 2011 09:01:30.000,3689000
DHO,15.971308,-313.4254455566406,06 03 2011 09:01:31.000,3690000
ICV,7.1823726,-193.60979461669922,06 03 2011 09:01:31.000,3690000
DHO,15.934322,-312.93170166015625,06 03 2011 09:01:32.000,3691000
ICV,7.087216,-192.87765502929688,06 03 2011 09:01:32.000,3691000
DHO,15.9199705,-313.6585388183594,06 03 2011 09:01:33.000,3692000
ICV,7.1093993,-192.9999771118164,06 03 2011 09:01:33.000,3692000
DHO,16.02786,-313.010986328125,06 03 2011 09:01:34.000,3693000
ICV,7.1176,-194.4580535888672,06 03 2011 09:01:34.000,3693000
DHO,15.839658,-312.6793518066406,06 03 2011 09:01:35.000,3694000
ICV,7.0583806,-194.67853546142578,06 03 2011 09:01:35.000,3694000
DHO,16.036245,-313.2180938720703,06 03 2011 09:01:36.000,3695000
ICV,6.9456196,-194.50900268554688,06 03 2011 09:01:36.000,3695000
DHO,15.941366,-312.3444061279297,06 03 2011 09:01:37.000,3696000
ICV,7.052543,-194.53997039794922,06 03 2011 09:01:37.000,3696000
DHO,15.972076,-313.2273864746094,06 03 2011 09:01:38.000,3697000
ICV,7.136881,-194.4838409423828,06 03 2011 09:01:38.000,3697000
DHO,16.076235,-312.6809539794922,06 03 2011 09:01:39.000,3698000
