station,amp,phi,date,timestamp
ICV,11.678099,-340.580322265625,06 03 2011 11:05:25.000,11124000
DHO,23.901161,-119.86590194702148,06 03 2011 11:05:26.000,11125000
ICV,11.854274,-341.8876647949219,06 03 2011 11:05:26.000,11125000
DHO,23.77513,-119.14288711547852,06 03 2011 11:05:27.000,11126000
ICV,11.713279,-340.4305114746094,06 03 2011 11:05:27.000,11126000
DHO,23.815195,-120.20630645751953,06 03 2011 11:05:28.000,11127000
ICV,11.7168665,-340.4614562988281,06 03 2011 11:05:28.000,11127000
DHO,23.474113,-119.17230987548828,06 03 2011 11:05:29.000,11128000
ICV,11.852732,-341.67401123046875,06 03 2011 11:05:29.000,11128000
DHO,23.73685,-120.64645385742188,06 03 2011 11:05:30.000,11129000
ICV,11.784872,-341.0365295410156,06 03 2011 11:05:30.000,11129000
DHO,23.870275,-119.80970764160156,06 03 2011 11:05:31.000,11130000
ICV,11.750192,-341.6219177246094,06 03 2011 11:05:31.000,11130000
DHO,23.6983,-119.04916000366211,06 03 2011 11:05:32.000,11131000
ICV,11.818343,-341.4362030029297,06 03 2011 11:05:32.000,11131000
DHO,23.713839,-120.04182052612305,06 03 2011 11:05:33.000,11132000
ICV,11.800283,-340.22076416015625,06 03 2011 11:05:33.000,11132000
DHO,23.806034,-119.55827713012695,06 03 2011 11:05:34.000,11133000
ICV,11.811034,-340.9517517089844,06 03 2011 11:05:34.000,11133000
DHO,23.996395,-120.3670883178711,06 03 2011 11:05:35.000,11134000
ICV,11.669672,-341.202880859375,06 03 2011 11:05:35.000,11134000
DHO,23.796537,-119.61309051513672,06 03 2011 11:05:36.000,11135000
ICV,11.635092,-342.2567138671875,06 03 2011 11:05:36.000,11135000
DHO,23.713444,-118.84807205200195,06 03 2011 11:05:37.000,11136000
ICV,11.779984,-341.6146240234375,06 03 2011 11:05:37.000,11136000
DHO,23.687197,-119.89550018310547,06 03 2011 11:05:38.000,11137000
ICV,11.639806,-341.1491241455078,06 03 2011 11:05:38.000,11137000
DHO,23.68891,-119.43753051757812,06 03 2011 11:05:39.000,11138000
ICV,11.851446,-342.087890625,06 03 2011 11:05:39.000,11138000
DHO,23.641075,-120.07385635375977,06 03 2011 11:05:40.000,11139000
ICV,11.751782,-342.1485290527344,06 03 2011 11:05:40.000,11139000
DHO,23.654232,-119.57829666137695,06 03 2011 11:05:41.000,11140000
ICV,11.700913,-341.77976989746094,06 03 2011 11:05:41.000,11140000
DHO,23.684532,-118.89122772216797,06 03 2011 11:05:42.000,11141000
ICV,11.764506,-342.16542053222656,06 03 2011 11:05:42.000,11141000
DHO,23.79839,-120.36291885375977,06 03 2011 11:05:43.000,11142000
ICV,11.832792,-342.21119689941406,06 03 2011 11:05:43.000,11142000
DHO,23.663061,-119.44780349731445,06 03 2011 11:05:44.000,11143000
ICV,11.596037,-343.0234069824219,06 03 2011 11:05:44.000,11143000
DHO,23.701061,-120.25125122070312,06 03 2011 11:05:45.000,11144000
ICV,11.738464,-342.2400665283203,06 03 2011 11:05:45.000,11144000
DHO,23.843006,-119.68803405761719,06 03 2011 11:05:46.000,11145000
ICV,11.844582,-343.7534942626953,06 03 2011 11:05:46.000,11145000
DHO,23.730915,-119.16269302368164,06 03 2011 11:05:47.000,11146000
ICV,11.798404,-342.6696014404297,06 03 2011 11:05:47.000,11146000
DHO,23.676317,-120.27455520629883,06 03 2011 11:05:48.000,11147000
ICV,11.946037,-341.9447021484375,06 03 2011 11:05:48.000,11147000
DHO,23.719051,-119.37447357177734,06 03 2011 11:05:49.000,11148000
ICV,11.835172,-343.51280212402344,06 03 2011 11:05:49.000,11148000
DHO,23.783367,-120.14119338989258,06 03 2011 11:05:50.000,11149000
ICV,11.924564,-343.12371826171875,06 03 2011 11:05:50.000,11149000
DHO,23.75217,-120.0234603881836,06 03 2011 11:05:51.000,11150000
ICV,11.615848,-343.34893798828125,06 03 2011 11:05:51.000,11150000
DHO,23.619871,-119.11251449584961,06 03 2011 11:05:52.000,11151000
ICV,12.177678,-343.1269836425781,06 03 2011 11:05:52.000,11151000
DHO,23.60527,-120.15009307861328,06 03 2011 11:05:53.000,11152000
ICV,12.190365,-341.7894744873047,06 03 2011 11:05:53.000,11152000
DHO,23.670843,-119.82915878295898,06 03 2011 11:05:54.000,11153000
ICV,11.959067,-343.41343688964844,06 03 2011 11:05:54.000,11153000
DHO,23.563915,-118.72435760498047,06 03 2011 11:05:55.000,11154000
ICV,12.24362,-343.55157470703125,06 03 2011 11:05:55.000,11154000
DHO,23.696432,-119.92019653320312,06 03 2011 11:05:56.000,11155000
ICV,12.201046,-342.1382141113281,06 03 2011 11:05:56.000,11155000
DHO,23.606506,-119.32146453857422,06 03 2011 11:05:57.000,11156000
ICV,12.169587,-343.9597930908203,06 03 2011 11:05:57.000,11156000
DHO,23.61497,-120.71526336669922,06 03 2011 11:05:58.000,11157000
ICV,12.112897,-344.10987854003906,06 03 2011 11:05:58.000,11157000
DHO,23.652367,-119.77676773071289,06 03 2011 11:05:59.000,11158000
ICV,12.026815,-345.4779357910156,06 03 2011 11:05:59.000,11158000
DHO,23.540796,-119.39236068725586,06 03 2011 11:06:00.000,11159000
ICV,12.326251,-343.5421142578125,06 03 2011 11:06:00.000,11159000
DHO,23.544249,-120.03074645996094,06 03 2011 11:06:01.000,11160000
ICV,11.996452,-342.77313232421875,06 03 2011 11:06:01.000,11160000
DHO,23.57783,-119.39105606079102,06 03 2011 11:06:02.000,11161000
ICV,12.110327,-346.50987243652344,06 03 2011 11:06:02.000,11161000
DHO,23.457027,-120.6722640991211,06 03 2011 11:06:03.000,11162000
ICV,12.132956,-342.68280029296875,06 03 2011 11:06:03.000,11162000
DHO,23.520733,-120.19765853881836,06 03 2011 11:06:04.000,11163000
ICV,12.133535,-345.26605224609375,06 03 2011 11:06:04.000,11163000
DHO,23.519407,-119.28733825683594,06 03 2011 11:06:05.000,11164000
ICV,11.925538,-342.38531494140625,06 03 2011 11:06:05.000,11164000
DHO,23.690716,-119.78532409667969,06 03 2011 11:06:06.000,11165000
ICV,12.079464,-343.94041442871094,06 03 2011 11:06:06.000,11165000
DHO,23.457314,-119.6524772644043,06 03 2011 11:06:07.000,11166000
ICV,11.852778,-344.6118469238281,06 03 2011 11:06:07.000,11166000
DHO,23.536615,-120.27448272705078,06 03 2011 11:06:08.000,11167000
ICV,11.8829565,-343.02947998046875,06 03 2011 11:06:08.000,11167000
DHO,23.672394,-119.91497421264648,06 03 2011 11:06:09.000,11168000
ICV,12.099671,-344.2718048095703,06 03 2011 11:06:09.000,11168000
DHO,23.51148,-118.87991333007812,06 03 2011 11:06:10.000,11169000
ICV,12.2651005,-344.49208068847656,06 03 2011 11:06:10.000,11169000
DHO,23.490088,-120.03714752197266,06 03 2011 11:06:11.000,11170000
ICV,11.845905,-344.33026123046875,06 03 2011 11:06:11.000,11170000
DHO,23.497528,-119.40614700317383,06 03 2011 11:06:12.000,11171000
ICV,12.198298,-345.3539733886719,06 03 2011 11:06:12.000,11171000
DHO,23.511597,-120.58832168579102,06 03 2011 11:06:13.000,11172000
ICV,12.04025,-344.6797637939453,06 03 2011 11:06:13.000,11172000
DHO,23.450947,-120.17881774902344,06 03 2011 11:06:14.000,11173000
ICV,12.064608,-344.0557403564453,06 03 2011 11:06:14.000,11173000
DHO,23.534805,-119.2926139831543,06 03 2011 11:06:15.000,11174000
ICV,11.9875765,-345.68370056152344,06 03 2011 11:06:15.000,11174000
DHO,23.425636,-120.4604377746582,06 03 2011 11:06:16.000,11175000
ICV,11.933669,-342.9449462890625,06 03 2011 11:06:16.000,11175000
DHO,23.562223,-119.73617172241211,06 03 2011 11:06:17.000,11176000
ICV,12.197781,-346.05381774902344,06 03 2011 11:06:17.000,11176000
DHO,23.564886,-120.50605392456055,06 03 2011 11:06:18.000,11177000
ICV,11.990071,-343.9215850830078,06 03 2011 11:06:18.000,11177000
DHO,23.452671,-119.90231323242188,06 03 2011 11:06:19.000,11178000
ICV,11.992157,-345.18048095703125,06 03 2011 11:06:19.000,11178000
DHO,23.336088,-120.6183853149414,06 03 2011 11:06:20.000,11179000
ICV,12.156832,-344.1335144042969,06 03 2011 11:06:20.000,11179000
DHO,23.255013,-120.6762466430664,06 03 2011 11:06:21.000,11180000
ICV,12.053807,-344.19908142089844,06 03 2011 11:06:21.000,11180000
DHO,23.378143,-119.73694610595703,06 03 2011 11:06:22.000,11181000
ICV,12.152968,-346.18565368652344,06 03 2011 11:06:22.000,11181000
DHO,23.442318,-121.12723922729492,06 03 2011 11:06:23.000,11182000
ICV,12.287555,-344.73760986328125,06 03 2011 11:06:23.000,11182000
DHO,23.343603,-119.98062133789062,06 03 2011 11:06:24.000,11183000
ICV,11.980418,-346.0442810058594,06 03 2011 11:06:24.000,11183000
DHO,23.465645,-120.85741424560547,06 03 2011 11:06:25.000,11184000
ICV,11.890809,-345.4490203857422,06 03 2011 11:06:25.000,11184000
DHO,23.394737,-120.2957878112793,06 03 2011 11:06:26.000,11185000
ICV,11.920745,-347.4059600830078,06 03 2011 11:06:26.000,11185000
DHO,23.515108,-119.7001838684082,06 03 2011 11:06:27.000,11186000
ICV,12.20693,-345.6901092529297,06 03 2011 11:06:27.000,11186000
DHO,23.355965,-120.71437454223633,06 03 2011 11:06:28.000,11187000
ICV,11.992857,-346.84527587890625,06 03 2011 11:06:28.000,11187000
DHO,23.421658,-119.73648071289062,06 03 2011 11:06:29.000,11188000
ICV,12.19505,-347.19252014160156,06 03 2011 11:06:29.000,11188000
DHO,23.256052,-121.07292938232422,06 03 2011 11:06:30.000,11189000
ICV,12.088287,-346.4640350341797,06 03 2011 11:06:30.000,11189000
DHO,23.559761,-120.32931518554688,06 03 2011 11:06:31.000,11190000
ICV,12.191694,-348.18406677246094,06 03 2011 11:06:31.000,11190000
DHO,23.361448,-119.5069580078125,06 03 2011 11:06:32.000,11191000
ICV,12.229839,-346.1991424560547,06 03 2011 11:06:32.000,11191000
DHO,23.284136,-120.37934875488281,06 03 2011 11:06:33.000,11192000
ICV,12.209889,-347.5762634277344,06 03 2011 11:06:33.000,11192000
DHO,23.296957,-119.82528305053711,06 03 2011 11:06:34.000,11193000
ICV,12.134363,-345.83119201660156,06 03 2011 11:06:34.000,11193000
DHO,23.291286,-120.25178146362305,06 03 2011 11:06:35.000,11194000
ICV,12.03856,-347.7343292236328,06 03 2011 11:06:35.000,11194000
DHO,23.385605,-119.23992919921875,06 03 2011 11:06:36.000,11195000
ICV,12.045846,-349.3815155029297,06 03 2011 11:06:36.000,11195000
DHO,23.307222,-119.1848258972168,06 03 2011 11:06:37.000,11196000
ICV,11.733308,-347.0414123535156,06 03 2011 11:06:37.000,11196000
DHO,23.457977,-120.11802291870117,06 03 2011 11:06:38.000,11197000
ICV,12.021376,-348.86048889160156,06 03 2011 11:06:38.000,11197000
DHO,23.274662,-119.43954467773438,06 03 2011 11:06:39.000,11198000
ICV,11.996221,-347.0223388671875,06 03 2011 11:06:39.000,11198000
DHO,23.290606,-120.7498893737793,06 03 2011 11:06:40.000,11199000
ICV,11.783582,-347.8018035888672,06 03 2011 11:06:40.000,11199000
DHO,23.273947,-119.81936645507812,06 03 2011 11:06:41.000,11200000
ICV,11.958318,-348.2019958496094,06 03 2011 11:06:41.000,11200000
DHO,23.341574,-120.88363265991211,06 03 2011 11:06:42.000,11201000
ICV,12.1147175,-347.2953643798828,06 03 2011 11:06:42.000,11201000
DHO,23.282307,-120.21234512329102,06 03 2011 11:06:43.000,11202000
ICV,12.130388,-347.77830505371094,06 03 2011 11:06:43.000,11202000
DHO,23.335491,-119.2509651184082,06 03 2011 11:06:44.000,11203000
ICV,12.145191,-347.6471862792969,06 03 2011 11:06:44.000,11203000
DHO,23.316021,-120.31457901000977,06 03 2011 11:06:45.000,11204000
ICV,12.11557,-348.4786682128906,06 03 2011 11:06:45.000,11204000
DHO,23.20396,-119.4396743774414,06 03 2011 11:06:46.000,11205000
ICV,12.146271,-346.92820739746094,06 03 2011 11:06:46.000,11205000
DHO,23.410778,-120.34355545043945,06 03 2011 11:06:47.000,11206000
ICV,11.983606,-349.29942321777344,06 03 2011 11:06:47.000,11206000
DHO,23.323837,-120.29081344604492,06 03 2011 11:06:48.000,11207000
ICV,12.060227,-349.7181854248047,06 03 2011 11:06:48.000,11207000
DHO,23.148752,-120.73569107055664,06 03 2011 11:06:49.000,11208000
ICV,12.195305,-347.7111053466797,06 03 2011 11:06:49.000,11208000
DHO,23.373014,-119.9722785949707,06 03 2011 11:06:50.000,11209000
ICV,11.841558,-348.3214569091797,06 03 2011 11:06:50.000,11209000
DHO,23.386461,-119.30899047851562,06 03 2011 11:06:51.000,11210000
ICV,11.833672,-350.0287628173828,06 03 2011 11:06:51.000,11210000
DHO,23.380392,-120.90144348144531,06 03 2011 11:06:52.000,11211000
ICV,11.894614,-347.91986083984375,06 03 2011 11:06:52.000,11211000
DHO,23.232704,-119.58975601196289,06 03 2011 11:06:53.000,11212000
ICV,12.344736,-348.39894104003906,06 03 2011 11:06:53.000,11212000
DHO,23.193838,-120.17618179321289,06 03 2011 11:06:54.000,11213000
ICV,12.076651,-348.62548828125,06 03 2011 11:06:54.000,11213000
DHO,23.43236,-119.6859245300293,06 03 2011 11:06:55.000,11214000
ICV,11.912886,-349.3155212402344,06 03 2011 11:06:55.000,11214000
DHO,23.598862,-118.7068977355957,06 03 2011 11:06:56.000,11215000
ICV,11.766578,-348.14927673339844,06 03 2011 11:06:56.000,11215000
DHO,23.255768,-120.02710723876953,06 03 2011 11:06:57.000,11216000
ICV,11.977523,-346.9674377441406,06 03 2011 11:06:57.000,11216000
DHO,23.28249,-119.43229675292969,06 03 2011 11:06:58.000,11217000
ICV,12.019247,-349.0177307128906,06 03 2011 11:06:58.000,11217000
DHO,23.140064,-120.41068649291992,06 03 2011 11:06:59.000,11218000
ICV,11.832336,-348.58216857910156,06 03 2011 11:06:59.000,11218000
DHO,23.12631,-119.76187133789062,06 03 2011 11:07:00.000,11219000
ICV,12.049151,-349.2345886230469,06 03 2011 11:07:00.000,11219000
DHO,23.124374,-119.38621139526367,06 03 2011 11:07:01.000,11220000
ICV,11.82617,-350.4186096191406,06 03 2011 11:07:01.000,11220000
DHO,23.25397,-119.9349479675293,06 03 2011 11:07:02.000,11221000
ICV,11.855102,-348.1368713378906,06 03 2011 11:07:02.000,11221000
DHO,23.188154,-119.0324478149414,06 03 2011 11:07:03.000,11222000
ICV,11.732744,-347.42271423339844,06 03 2011 11:07:03.000,11222000
DHO,23.199228,-120.36931610107422,06 03 2011 11:07:04.000,11223000
ICV,11.769504,-347.92628479003906,06 03 2011 11:07:04.000,11223000
DHO,23.210894,-119.61886215209961,06 03 2011 11:07:05.000,11224000
ICV,11.968048,-349.99034118652344,06 03 2011 11:07:05.000,11224000
DHO,23.132591,-120.57205963134766,06 03 2011 11:07:06.000,11225000
ICV,11.981273,-349.3067321777344,06 03 2011 11:07:06.000,11225000
DHO,23.11897,-119.64435577392578,06 03 2011 11:07:07.000,11226000
ICV,11.845118,-348.9055480957031,06 03 2011 11:07:07.000,11226000
DHO,23.158205,-120.93879318237305,06 03 2011 11:07:08.000,11227000
ICV,11.810642,-349.6565399169922,06 03 2011 11:07:08.000,11227000
DHO,23.277992,-120.04859924316406,06 03 2011 11:07:09.000,11228000
ICV,11.6023035,-349.7186584472656,06 03 2011 11:07:09.000,11228000
DHO,23.107592,-119.45620346069336,06 03 2011 11:07:10.000,11229000
ICV,11.867086,-349.1521453857422,06 03 2011 11:07:10.000,11229000
DHO,23.192837,-120.22943878173828,06 03 2011 11:07:11.000,11230000
ICV,11.888125,-347.64967346191406,06 03 2011 11:07:11.000,11230000
DHO,22.926512,-119.5183334350586,06 03 2011 11:07:12.000,11231000
ICV,12.084844,-350.6081085205078,06 03 2011 11:07:12.000,11231000
DHO,23.107199,-120.7044677734375,06 03 2011 11:07:13.000,11232000
ICV,11.727686,-349.42491149902344,06 03 2011 11:07:13.000,11232000
DHO,22.954945,-119.70069885253906,06 03 2011 11:07:14.000,11233000
ICV,12.097286,-349.7057800292969,06 03 2011 11:07:14.000,11233000
DHO,22.927166,-120.74504852294922,06 03 2011 11:07:15.000,11234000
ICV,12.139764,-349.99853515625,06 03 2011 11:07:15.000,11234000
DHO,23.142317,-120.05257415771484,06 03 2011 11:07:16.000,11235000
ICV,11.894295,-350.8740997314453,06 03 2011 11:07:16.000,11235000
DHO,23.002007,-119.12432861328125,06 03 2011 11:07:17.000,11236000
ICV,11.937188,-351.05711364746094,06 03 2011 11:07:17.000,11236000
DHO,23.118017,-120.19633102416992,06 03 2011 11:07:18.000,11237000
ICV,11.888024,-349.5838165283203,06 03 2011 11:07:18.000,11237000
DHO,23.02782,-119.4908676147461,06 03 2011 11:07:19.000,11238000
ICV,11.735215,-349.0273742675781,06 03 2011 11:07:19.000,11238000
DHO,23.152897,-120.61043167114258,06 03 2011 11:07:20.000,11239000
ICV,11.756019,-350.0982971191406,06 03 2011 11:07:20.000,11239000
DHO,23.101564,-119.64239501953125,06 03 2011 11:07:21.000,11240000
ICV,11.831664,-350.5639953613281,06 03 2011 11:07:21.000,11240000
DHO,23.027758,-120.36279296875,06 03 2011 11:07:22.000,11241000
ICV,11.944392,-350.53118896484375,06 03 2011 11:07:22.000,11241000
DHO,22.985611,-120.00872802734375,06 03 2011 11:07:23.000,11242000
ICV,11.981892,-353.04962158203125,06 03 2011 11:07:23.000,11242000
DHO,23.062984,-120.80986404418945,06 03 2011 11:07:24.000,11243000
ICV,11.884656,-350.529052734375,06 03 2011 11:07:24.000,11243000
DHO,23.094822,-119.71495819091797,06 03 2011 11:07:25.000,11244000
ICV,12.137554,-352.61988830566406,06 03 2011 11:07:25.000,11244000
DHO,22.93817,-118.67222595214844,06 03 2011 11:07:26.000,11245000
ICV,11.86043,-351.9084167480469,06 03 2011 11:07:26.000,11245000
DHO,22.94874,-119.81216430664062,06 03 2011 11:07:27.000,11246000
ICV,11.50318,-352.0462951660156,06 03 2011 11:07:27.000,11246000
DHO,23.046787,-119.03367233276367,06 03 2011 11:07:28.000,11247000
ICV,11.576684,-351.25030517578125,06 03 2011 11:07:28.000,11247000
DHO,22.946499,-120.40721893310547,06 03 2011 11:07:29.000,11248000
ICV,11.712919,-352.35401916503906,06 03 2011 11:07:29.000,11248000
DHO,22.922495,-119.35966873168945,06 03 2011 11:07:30.000,11249000
ICV,11.95266,-349.6205139160156,06 03 2011 11:07:30.000,11249000
DHO,23.097849,-120.44644165039062,06 03 2011 11:07:31.000,11250000
ICV,11.952796,-352.4615020751953,06 03 2011 11:07:31.000,11250000
DHO,23.006107,-119.5707893371582,06 03 2011 11:07:32.000,11251000
ICV,12.035364,-351.1089782714844,06 03 2011 11:07:32.000,11251000
DHO,22.923685,-119.14109420776367,06 03 2011 11:07:33.000,11252000
ICV,11.839519,-352.5625305175781,06 03 2011 11:07:33.000,11252000
DHO,22.988527,-120.13418579101562,06 03 2011 11:07:34.000,11253000
ICV,11.912112,-350.07081604003906,06 03 2011 11:07:34.000,11253000
DHO,22.98801,-119.3277702331543,06 03 2011 11:07:35.000,11254000
ICV,11.746003,-350.065673828125,06 03 2011 11:07:35.000,11254000
DHO,22.906506,-119.6002311706543,06 03 2011 11:07:36.000,11255000
ICV,11.908772,-351.71910095214844,06 03 2011 11:07:36.000,11255000
DHO,22.923609,-119.48811340332031,06 03 2011 11:07:37.000,11256000
ICV,11.711446,-351.8290100097656,06 03 2011 11:07:37.000,11256000
DHO,22.863728,-119.72331619262695,06 03 2011 11:07:38.000,11257000
ICV,11.920889,-351.4120178222656,06 03 2011 11:07:38.000,11257000
DHO,23.062838,-119.34858322143555,06 03 2011 11:07:39.000,11258000
ICV,12.112095,-352.2287292480469,06 03 2011 11:07:39.000,11258000
DHO,23.031658,-120.19448852539062,06 03 2011 11:07:40.000,11259000
ICV,11.780056,-351.2392578125,06 03 2011 11:07:40.000,11259000
DHO,23.084185,-119.68130493164062,06 03 2011 11:07:41.000,11260000
ICV,11.858279,-353.6366729736328,06 03 2011 11:07:41.000,11260000
DHO,22.951078,-118.57805252075195,06 03 2011 11:07:42.000,11261000
ICV,11.727131,-350.69615173339844,06 03 2011 11:07:42.000,11261000
DHO,22.985346,-119.72056198120117,06 03 2011 11:07:43.000,11262000
ICV,11.495856,-352.00291442871094,06 03 2011 11:07:43.000,11262000
DHO,23.00271,-118.76862716674805,06 03 2011 11:07:44.000,11263000
ICV,11.726408,-351.6169738769531,06 03 2011 11:07:44.000,11263000
DHO,22.979048,-119.7518310546875,06 03 2011 11:07:45.000,11264000
ICV,11.934642,-351.88624572753906,06 03 2011 11:07:45.000,11264000
DHO,22.947676,-118.48769760131836,06 03 2011 11:07:46.000,11265000
ICV,11.785906,-351.9898376464844,06 03 2011 11:07:46.000,11265000
DHO,22.856785,-120.07255172729492,06 03 2011 11:07:47.000,11266000
ICV,11.80959,-353.90699768066406,06 03 2011 11:07:47.000,11266000
DHO,22.979383,-118.92858505249023,06 03 2011 11:07:48.000,11267000
ICV,11.862397,-353.54083251953125,06 03 2011 11:07:48.000,11267000
DHO,22.992378,-118.5372314453125,06 03 2011 11:07:49.000,11268000
ICV,11.836212,-350.65879821777344,06 03 2011 11:07:49.000,11268000
DHO,23.142607,-119.15571212768555,06 03 2011 11:07:50.000,11269000
ICV,11.630023,-351.64088439941406,06 03 2011 11:07:50.000,11269000
DHO,23.123486,-118.76596069335938,06 03 2011 11:07:51.000,11270000
ICV,11.8112955,-351.9202423095703,06 03 2011 11:07:51.000,11270000
DHO,23.128752,-119.75918960571289,06 03 2011 11:07:52.000,11271000
ICV,12.01026,-351.0989685058594,06 03 2011 11:07:52.000,11271000
DHO,22.92141,-119.2432632446289,06 03 2011 11:07:53.000,11272000
ICV,11.716181,-352.4977569580078,06 03 2011 11:07:53.000,11272000
DHO,23.149033,-119.32352828979492,06 03 2011 11:07:54.000,11273000
ICV,11.512407,-352.3095703125,06 03 2011 11:07:54.000,11273000
DHO,23.049316,-118.79962921142578,06 03 2011 11:07:55.000,11274000
ICV,12.061534,-352.86737060546875,06 03 2011 11:07:55.000,11274000
DHO,23.069567,-119.92503356933594,06 03 2011 11:07:56.000,11275000
ICV,11.928499,-351.84339904785156,06 03 2011 11:07:56.000,11275000
DHO,23.060398,-118.91375350952148,06 03 2011 11:07:57.000,11276000
ICV,12.073344,-355.0051574707031,06 03 2011 11:07:57.000,11276000
DHO,22.991453,-118.38785934448242,06 03 2011 11:07:58.000,11277000
ICV,11.777645,-354.62501525878906,06 03 2011 11:07:58.000,11277000
DHO,22.96071,-119.0486068725586,06 03 2011 11:07:59.000,11278000
ICV,11.93037,-352.11817932128906,06 03 2011 11:07:59.000,11278000
DHO,22.996265,-118.5309944152832,06 03 2011 11:08:00.000,11279000
ICV,12.0148,-352.2914733886719,06 03 2011 11:08:00.000,11279000
DHO,23.007744,-118.75326538085938,06 03 2011 11:08:01.000,11280000
ICV,11.773086,-352.71022033691406,06 03 2011 11:08:01.000,11280000
DHO,22.991562,-118.78522109985352,06 03 2011 11:08:02.000,11281000
ICV,11.7517,-355.0436553955078,06 03 2011 11:08:02.000,11281000
DHO,23.041975,-119.54198455810547,06 03 2011 11:08:03.000,11282000
ICV,11.970946,-354.50254821777344,06 03 2011 11:08:03.000,11282000
DHO,22.939201,-118.29608535766602,06 03 2011 11:08:04.000,11283000
ICV,11.667565,-354.7257385253906,06 03 2011 11:08:04.000,11283000
DHO,22.934439,-119.25771713256836,06 03 2011 11:08:05.000,11284000
ICV,11.781617,-354.8079376220703,06 03 2011 11:08:05.000,11284000
DHO,23.06631,-119.1935806274414,06 03 2011 11:08:06.000,11285000
ICV,11.522909,-353.6838073730469,06 03 2011 11:08:06.000,11285000
DHO,22.939932,-119.94187927246094,06 03 2011 11:08:07.000,11286000
ICV,11.828723,-352.8050537109375,06 03 2011 11:08:07.000,11286000
DHO,22.962503,-118.95966720581055,06 03 2011 11:08:08.000,11287000
ICV,11.990492,-354.18247985839844,06 03 2011 11:08:08.000,11287000
DHO,22.91524,-119.86543273925781,06 03 2011 11:08:09.000,11288000
ICV,11.672078,-353.0701599121094,06 03 2011 11:08:09.000,11288000
DHO,22.816751,-118.69941711425781,06 03 2011 11:08:10.000,11289000
ICV,11.918966,-354.6919860839844,06 03 2011 11:08:10.000,11289000
DHO,22.83886,-118.32194900512695,06 03 2011 11:08:11.000,11290000
ICV,11.626328,-351.93067932128906,06 03 2011 11:08:11.000,11290000
DHO,22.949745,-119.45267105102539,06 03 2011 11:08:12.000,11291000
ICV,11.671611,-353.6549835205078,06 03 2011 11:08:12.000,11291000
DHO,23.00114,-118.28031539916992,06 03 2011 11:08:13.000,11292000
ICV,11.807037,-356.34364318847656,06 03 2011 11:08:13.000,11292000
DHO,22.922972,-119.67602157592773,06 03 2011 11:08:14.000,11293000
ICV,11.751905,-354.5987548828125,06 03 2011 11:08:14.000,11293000
DHO,22.955261,-118.32210922241211,06 03 2011 11:08:15.000,11294000
ICV,11.683541,-355.9354248046875,06 03 2011 11:08:15.000,11294000
DHO,22.955324,-119.51940536499023,06 03 2011 11:08:16.000,11295000
ICV,11.858063,-354.22576904296875,06 03 2011 11:08:16.000,11295000
DHO,22.885958,-118.87418746948242,06 03 2011 11:08:17.000,11296000
ICV,11.864335,-355.36073303222656,06 03 2011 11:08:17.000,11296000
DHO,22.869556,-119.80366516113281,06 03 2011 11:08:18.000,11297000
ICV,11.843192,-354.0149688720703,06 03 2011 11:08:18.000,11297000
DHO,22.81152,-118.8641128540039,06 03 2011 11:08:19.000,11298000
ICV,11.868685,-354.6502227783203,06 03 2011 11:08:19.000,11298000
DHO,22.842403,-119.75447082519531,06 03 2011 11:08:20.000,11299000
ICV,11.724193,-354.1379852294922,06 03 2011 11:08:20.000,11299000
DHO,22.94352,-118.68016815185547,06 03 2011 11:08:21.000,11300000
ICV,11.85733,-356.09986877441406,06 03 2011 11:08:21.000,11300000
DHO,22.93398,-119.33734512329102,06 03 2011 11:08:22.000,11301000
ICV,11.589678,-354.3829803466797,06 03 2011 11:08:22.000,11301000
DHO,22.943155,-118.53401947021484,06 03 2011 11:08:23.000,11302000
ICV,11.658573,-353.9176788330078,06 03 2011 11:08:23.000,11302000
DHO,22.860147,-119.9795150756836,06 03 2011 11:08:24.000,11303000
ICV,11.493978,-357.2522430419922,06 03 2011 11:08:24.000,11303000
DHO,22.84787,-118.77907180786133,06 03 2011 11:08:25.000,11304000
ICV,11.71521,-356.1991271972656,06 03 2011 11:08:25.000,11304000
DHO,22.975544,-118.56426239013672,06 03 2011 11:08:26.000,11305000
ICV,11.810826,-356.69049072265625,06 03 2011 11:08:26.000,11305000
DHO,22.764002,-119.56630325317383,06 03 2011 11:08:27.000,11306000
ICV,12.088614,-356.0575866699219,06 03 2011 11:08:27.000,11306000
DHO,22.731323,-118.19437789916992,06 03 2011 11:08:28.000,11307000
ICV,11.707709,-356.4178466796875,06 03 2011 11:08:28.000,11307000
DHO,22.844168,-119.32327270507812,06 03 2011 11:08:29.000,11308000
ICV,11.606861,-354.31671142578125,06 03 2011 11:08:29.000,11308000
DHO,22.786932,-118.61620712280273,06 03 2011 11:08:30.000,11309000
ICV,11.968398,-355.6385040283203,06 03 2011 11:08:30.000,11309000
DHO,22.69051,-119.94183731079102,06 03 2011 11:08:31.000,11310000
ICV,11.586656,-354.17222595214844,06 03 2011 11:08:31.000,11310000
DHO,22.577147,-118.62954330444336,06 03 2011 11:08:32.000,11311000
ICV,11.831849,-355.4385986328125,06 03 2011 11:08:32.000,11311000
DHO,22.498436,-119.83838272094727,06 03 2011 11:08:33.000,11312000
ICV,11.882489,-355.4476623535156,06 03 2011 11:08:33.000,11312000
DHO,22.776825,-119.01038360595703,06 03 2011 11:08:34.000,11313000
